service_date,day_type,bus,rail_boardings,total_rides,year,month,day_of_week,period,day_of_year,lag_1,lag_7,lag_30,rolling_7,rolling_30
2011-01-03,W,925770,581035,1506805,2011,1,0,Before 2020,3,225886.0,435925.0,407739.0,403212.5714285714,468065.63333333336
2011-01-04,W,946232,621057,1567289,2011,1,1,Before 2020,4,581035.0,490978.0,277309.0,423942.5714285714,473842.1666666667
2011-01-05,W,950712,624027,1574739,2011,1,2,Before 2020,5,621057.0,513271.0,641755.0,442525.28571428574,485300.43333333335
2011-01-06,W,939518,625246,1564764,2011,1,3,Before 2020,6,624027.0,524961.0,652015.0,458347.5714285714,484709.5
2011-01-07,W,927173,622084,1549257,2011,1,4,Before 2020,7,625246.0,391713.0,662398.0,472674.0,483817.2
2011-01-08,A,540394,333951,874345,2011,1,5,Before 2020,8,622084.0,239754.0,667827.0,505584.14285714284,482473.4
2011-01-09,U,380762,237361,618123,2011,1,6,Before 2020,9,333951.0,225886.0,682824.0,519040.85714285716,471344.2
2011-01-10,W,966448,639852,1606300,2011,1,0,Before 2020,10,237361.0,581035.0,388409.0,520680.14285714284,456495.43333333335
2011-01-11,W,923590,654856,1578446,2011,1,1,Before 2020,11,639852.0,621057.0,249350.0,529082.5714285715,464876.86666666664
2011-01-12,W,960115,657426,1617541,2011,1,2,Before 2020,12,654856.0,624027.0,598167.0,533911.0,478393.73333333334
2011-01-13,W,969691,661269,1630960,2011,1,3,Before 2020,13,657426.0,625246.0,623467.0,538682.2857142857,480369.0333333333
2011-01-14,W,983953,656551,1640504,2011,1,4,Before 2020,14,661269.0,622084.0,640490.0,543828.4285714285,481629.1
2011-01-15,A,567710,355580,923290,2011,1,5,Before 2020,15,656551.0,333951.0,644539.0,548752.2857142857,482164.4666666667
2011-01-16,U,386280,260631,646911,2011,1,6,Before 2020,16,355580.0,237361.0,642967.0,551842.1428571428,472532.5
2011-01-17,W,613773,422788,1036561,2011,1,0,Before 2020,17,260631.0,639852.0,370965.0,555166.4285714285,459787.9666666667
2011-01-18,W,991055,678327,1669382,2011,1,1,Before 2020,18,422788.0,654856.0,269162.0,524157.28571428574,461515.4
2011-01-19,W,1006033,679355,1685388,2011,1,2,Before 2020,19,678327.0,657426.0,573110.0,527510.2857142857,475154.23333333334
2011-01-20,W,975376,674347,1649723,2011,1,3,Before 2020,20,679355.0,661269.0,574097.0,530643.0,478695.73333333334
2011-01-21,W,853208,598356,1451564,2011,1,4,Before 2020,21,674347.0,656551.0,558711.0,532511.2857142857,482037.4
2011-01-22,A,522699,330666,853365,2011,1,5,Before 2020,22,598356.0,355580.0,489295.0,524197.71428571426,483358.9
2011-01-23,U,375396,253697,629093,2011,1,6,Before 2020,23,330666.0,260631.0,261461.0,520638.5714285714,478071.26666666666
2011-01-24,W,972155,654573,1626728,2011,1,0,Before 2020,24,253697.0,422788.0,128261.0,519648.0,477812.4666666667
2011-01-25,W,1006376,680037,1686413,2011,1,1,Before 2020,25,654573.0,678327.0,215163.0,552760.1428571428,495356.2
2011-01-26,W,1014944,681652,1696596,2011,1,2,Before 2020,26,680037.0,679355.0,435925.0,553004.4285714285,510852.0
2011-01-27,W,994412,685346,1679758,2011,1,3,Before 2020,27,681652.0,674347.0,490978.0,553332.5714285715,519042.9
2011-01-28,W,930518,655861,1586379,2011,1,4,Before 2020,28,685346.0,598356.0,513271.0,554903.8571428572,525521.8333333334
2011-01-29,A,617408,381200,998608,2011,1,5,Before 2020,29,655861.0,330666.0,524961.0,563118.8571428572,530274.8333333334
2011-01-30,U,406547,254689,661236,2011,1,6,Before 2020,30,381200.0,253697.0,391713.0,570338.0,525482.8
2011-01-31,W,1001892,670399,1672291,2011,1,0,Before 2020,31,254689.0,654573.0,239754.0,570479.7142857143,520915.3333333333
2011-02-01,W,814985,640223,1455208,2011,2,1,Before 2020,32,670399.0,680037.0,225886.0,572740.5714285715,535270.1666666666
2011-02-02,W,219234,209287,428521,2011,2,2,Before 2020,33,640223.0,681652.0,581035.0,567052.8571428572,549081.4
2011-02-03,W,732420,580480,1312900,2011,2,3,Before 2020,34,209287.0,685346.0,621057.0,499572.14285714284,536689.8
2011-02-04,W,933210,715546,1648756,2011,2,4,Before 2020,35,580480.0,655861.0,624027.0,484591.28571428574,535337.2333333333
2011-02-05,A,615765,400440,1016205,2011,2,5,Before 2020,36,715546.0,381200.0,625246.0,493117.71428571426,538387.8666666667
2011-02-06,U,402275,273038,675313,2011,2,6,Before 2020,37,400440.0,254689.0,622084.0,495866.28571428574,530894.3333333334
2011-02-07,W,996782,693321,1690103,2011,2,0,Before 2020,38,273038.0,670399.0,333951.0,498487.5714285714,519259.4666666667
2011-02-08,W,986388,697441,1683829,2011,2,1,Before 2020,39,693321.0,640223.0,237361.0,501762.14285714284,531238.4666666667
2011-02-09,W,941631,676705,1618336,2011,2,2,Before 2020,40,697441.0,209287.0,639852.0,509936.14285714284,546574.4666666667
2011-02-10,W,940692,676869,1617561,2011,2,3,Before 2020,41,676705.0,580480.0,654856.0,576710.1428571428,547802.9
2011-02-11,W,965062,659696,1624758,2011,2,4,Before 2020,42,676869.0,715546.0,657426.0,590480.0,548536.6666666666
2011-02-12,A,663253,415060,1078313,2011,2,5,Before 2020,43,659696.0,400440.0,661269.0,582501.4285714285,548612.3333333334
2011-02-13,U,474048,303381,777429,2011,2,6,Before 2020,44,415060.0,273038.0,656551.0,584590.0,540405.3666666667
2011-02-14,W,1064293,708790,1773083,2011,2,0,Before 2020,45,303381.0,693321.0,355580.0,588924.7142857143,528633.0333333333
2011-02-15,W,1041367,702586,1743953,2011,2,1,Before 2020,46,708790.0,697441.0,260631.0,591134.5714285715,540406.7
2011-02-16,W,1050045,709634,1759679,2011,2,2,Before 2020,47,702586.0,676705.0,422788.0,591869.5714285715,555138.5333333333
2011-02-17,W,1046143,719471,1765614,2011,2,3,Before 2020,48,709634.0,676869.0,678327.0,596573.7142857143,564700.0666666667
2011-02-18,W,1053474,710682,1764156,2011,2,4,Before 2020,49,719471.0,659696.0,679355.0,602659.7142857143,566071.5333333333
2011-02-19,A,675487,431010,1106497,2011,2,5,Before 2020,50,710682.0,415060.0,674347.0,609943.4285714285,567115.7666666667
2011-02-20,U,385554,261695,647249,2011,2,6,Before 2020,51,431010.0,303381.0,598356.0,612222.0,559004.5333333333
2011-02-21,W,706507,504444,1210951,2011,2,0,Before 2020,52,261695.0,708790.0,330666.0,606266.8571428572,547782.5
2011-02-22,W,1004067,692661,1696728,2011,2,1,Before 2020,53,504444.0,702586.0,253697.0,577074.5714285715,553575.1
2011-02-23,W,1026312,701009,1727321,2011,2,2,Before 2020,54,692661.0,709634.0,654573.0,575656.7142857143,568207.2333333333
2011-02-24,W,1030542,708692,1739234,2011,2,3,Before 2020,55,701009.0,719471.0,680037.0,574424.5714285715,569755.1
2011-02-25,W,1015416,691267,1706683,2011,2,4,Before 2020,56,708692.0,710682.0,681652.0,572884.7142857143,570710.2666666667
2011-02-26,A,601634,393242,994876,2011,2,5,Before 2020,57,691267.0,431010.0,685346.0,570111.1428571428,571030.7666666667
2011-02-27,U,419643,278593,698236,2011,2,6,Before 2020,58,393242.0,261695.0,655861.0,564715.7142857143,561293.9666666667
2011-02-28,W,1007930,681614,1689544,2011,2,0,Before 2020,59,278593.0,504444.0,381200.0,567129.7142857143,548718.3666666667
2011-03-01,W,1064543,709683,1774226,2011,3,1,Before 2020,60,681614.0,692661.0,254689.0,592439.7142857143,558732.1666666666
2011-03-02,W,1038790,702291,1741081,2011,3,2,Before 2020,61,709683.0,701009.0,670399.0,594871.4285714285,573898.6333333333
2011-03-03,W,1057767,709973,1767740,2011,3,3,Before 2020,62,702291.0,708692.0,640223.0,595054.5714285715,574961.7
2011-03-04,W,1019568,681216,1700784,2011,3,4,Before 2020,63,709973.0,691267.0,209287.0,595237.5714285715,577286.7
2011-03-05,A,581121,375814,956935,2011,3,5,Before 2020,64,681216.0,393242.0,580480.0,593801.7142857143,593017.6666666666
2011-03-06,U,428668,275314,703982,2011,3,6,Before 2020,65,375814.0,278593.0,715546.0,591312.0,586195.4666666667
2011-03-07,W,889994,640899,1530893,2011,3,0,Before 2020,66,275314.0,681614.0,400440.0,590843.5714285715,571521.0666666667
2011-03-08,W,1054432,710380,1764812,2011,3,1,Before 2020,67,640899.0,709683.0,273038.0,585027.1428571428,579536.3666666667
2011-03-09,W,1014632,697366,1711998,2011,3,2,Before 2020,68,710380.0,702291.0,693321.0,585126.7142857143,594114.4333333333
2011-03-10,W,1019921,707389,1727310,2011,3,3,Before 2020,69,697366.0,709973.0,697441.0,584423.1428571428,594249.2666666667
2011-03-11,W,1047012,708603,1755615,2011,3,4,Before 2020,70,707389.0,681216.0,676705.0,584054.0,594580.8666666667
2011-03-12,A,630826,500559,1131385,2011,3,5,Before 2020,71,708603.0,375814.0,676869.0,587966.4285714285,595644.1333333333
2011-03-13,U,429046,284406,713452,2011,3,6,Before 2020,72,500559.0,275314.0,659696.0,605787.1428571428,589767.1333333333
2011-03-14,W,1019671,686277,1705948,2011,3,0,Before 2020,73,284406.0,640899.0,415060.0,607086.0,577257.4666666667
2011-03-15,W,1025714,699145,1724859,2011,3,1,Before 2020,74,686277.0,710380.0,303381.0,613568.5714285715,586298.0333333333
2011-03-16,W,1057440,725095,1782535,2011,3,2,Before 2020,75,699145.0,697366.0,708790.0,611963.5714285715,599490.1666666666
2011-03-17,W,1039329,730561,1769890,2011,3,3,Before 2020,76,725095.0,707389.0,702586.0,615924.8571428572,600033.6666666666
2011-03-18,W,1028193,706274,1734467,2011,3,4,Before 2020,77,730561.0,708603.0,709634.0,619235.1428571428,600966.1666666666
2011-03-19,A,661882,426128,1088010,2011,3,5,Before 2020,78,706274.0,500559.0,719471.0,618902.4285714285,600854.1666666666
2011-03-20,U,397653,263022,660675,2011,3,6,Before 2020,79,426128.0,284406.0,710682.0,608269.4285714285,591076.0666666667
2011-03-21,W,1009091,661503,1670594,2011,3,0,Before 2020,80,263022.0,686277.0,431010.0,605214.5714285715,576154.0666666667
2011-03-22,W,964687,653024,1617711,2011,3,1,Before 2020,81,661503.0,699145.0,261695.0,601675.4285714285,583837.1666666666
2011-03-23,W,1000324,667467,1667791,2011,3,2,Before 2020,82,653024.0,725095.0,504444.0,595086.7142857143,596881.4666666667
2011-03-24,W,984660,671765,1656425,2011,3,3,Before 2020,83,667467.0,730561.0,692661.0,586854.1428571428,602315.5666666667
2011-03-25,W,995334,661865,1657199,2011,3,4,Before 2020,84,671765.0,706274.0,701009.0,578454.7142857143,601619.0333333333
2011-03-26,A,603928,387317,991245,2011,3,5,Before 2020,85,661865.0,426128.0,708692.0,572110.5714285715,600314.2333333333
2011-03-27,U,421290,276610,697900,2011,3,6,Before 2020,86,387317.0,263022.0,691267.0,566566.1428571428,589601.7333333333
2011-03-28,W,1005055,674351,1679406,2011,3,0,Before 2020,87,276610.0,661503.0,393242.0,568507.2857142857,575779.8333333334
2011-03-29,W,1018975,688681,1707656,2011,3,1,Before 2020,88,674351.0,653024.0,278593.0,570342.7142857143,585150.1333333333
2011-03-30,W,1022399,692860,1715259,2011,3,2,Before 2020,89,688681.0,667467.0,681614.0,575436.5714285715,598819.7333333333
2011-03-31,W,958648,709483,1668131,2011,3,3,Before 2020,90,692860.0,671765.0,709683.0,579064.1428571428,599194.6
2011-04-01,W,960123,712981,1673104,2011,4,4,Before 2020,91,709483.0,661865.0,702291.0,584452.4285714285,599187.9333333333
2011-04-02,A,688873,457067,1145940,2011,4,5,Before 2020,92,712981.0,387317.0,709973.0,591754.7142857143,599544.2666666667
2011-04-03,U,450017,305328,755345,2011,4,6,Before 2020,93,457067.0,276610.0,681216.0,601719.0,591114.0666666667
2011-04-04,W,1021955,695709,1717664,2011,4,0,Before 2020,94,305328.0,674351.0,375814.0,605821.5714285715,578584.4666666667
2011-04-05,W,1063835,723943,1787778,2011,4,1,Before 2020,95,695709.0,688681.0,275314.0,608872.7142857143,589247.6333333333
2011-04-06,W,1032831,725191,1758022,2011,4,2,Before 2020,96,723943.0,692860.0,640899.0,613910.1428571428,604201.9333333333
2011-04-07,W,982880,719890,1702770,2011,4,3,Before 2020,97,725191.0,709483.0,710380.0,618528.8571428572,607011.6666666666
2011-04-08,W,1006956,701186,1708142,2011,4,4,Before 2020,98,719890.0,712981.0,697366.0,620015.5714285715,607328.6666666666
2011-04-09,A,675312,462038,1137350,2011,4,5,Before 2020,99,701186.0,457067.0,707389.0,618330.5714285715,607456.0
2011-04-10,U,483207,359065,842272,2011,4,6,Before 2020,100,462038.0,305328.0,708603.0,619040.7142857143,599277.6333333333
2011-04-11,W,999639,696423,1696062,2011,4,0,Before 2020,101,359065.0,695709.0,500559.0,626717.4285714285,587626.3666666667
2011-04-12,W,1036334,717458,1753792,2011,4,1,Before 2020,102,696423.0,723943.0,284406.0,626819.4285714285,594155.1666666666
2011-04-13,W,1040300,721206,1761506,2011,4,2,Before 2020,103,717458.0,725191.0,686277.0,625893.0,608590.2333333333
2011-04-14,W,1016435,720731,1737166,2011,4,3,Before 2020,104,721206.0,719890.0,699145.0,625323.7142857143,609754.5333333333
2011-04-15,W,966032,691935,1657967,2011,4,4,Before 2020,105,720731.0,701186.0,725095.0,625443.8571428572,610474.0666666667
2011-04-16,A,587114,398192,985306,2011,4,5,Before 2020,106,691935.0,462038.0,730561.0,624122.2857142857,609368.7333333333
2011-04-17,U,452131,306186,758317,2011,4,6,Before 2020,107,398192.0,359065.0,706274.0,615001.4285714285,598289.7666666667
2011-04-18,W,861574,655013,1516587,2011,4,0,Before 2020,108,306186.0,696423.0,426128.0,607447.2857142857,584953.5
2011-04-19,W,862770,627085,1489855,2011,4,1,Before 2020,109,655013.0,717458.0,263022.0,601531.5714285715,592583.0
2011-04-20,W,895201,684367,1579568,2011,4,2,Before 2020,110,627085.0,721206.0,661503.0,588621.1428571428,604718.4333333333
2011-04-21,W,919676,685284,1604960,2011,4,3,Before 2020,111,684367.0,720731.0,653024.0,583358.4285714285,605480.5666666667
2011-04-22,W,767236,583531,1350767,2011,4,4,Before 2020,112,685284.0,691935.0,667467.0,578294.5714285715,606555.9
2011-04-23,A,644228,421767,1065995,2011,4,5,Before 2020,113,583531.0,398192.0,671765.0,562808.2857142857,603758.0333333333
2011-04-24,U,415484,274724,690208,2011,4,6,Before 2020,114,421767.0,306186.0,661865.0,566176.1428571428,595424.7666666667
2011-04-25,W,970581,685301,1655882,2011,4,0,Before 2020,115,274724.0,655013.0,387317.0,561681.5714285715,582520.0666666667
2011-04-26,W,1009393,717303,1726696,2011,4,1,Before 2020,116,685301.0,627085.0,276610.0,566008.4285714285,592452.8666666667
2011-04-27,W,960037,712176,1672213,2011,4,2,Before 2020,117,717303.0,684367.0,674351.0,578896.7142857143,607142.6333333333
2011-04-28,W,972352,710559,1682911,2011,4,3,Before 2020,118,712176.0,685284.0,688681.0,582869.4285714285,608403.4666666667
2011-04-29,W,1083692,738332,1822024,2011,4,4,Before 2020,119,710559.0,583531.0,692860.0,586480.1428571428,609132.7333333333
2011-04-30,A,677693,452569,1130262,2011,4,5,Before 2020,120,738332.0,421767.0,709483.0,608594.5714285715,610648.4666666667
2011-05-01,U,474621,320956,795577,2011,5,6,Before 2020,121,452569.0,274724.0,712981.0,612994.8571428572,602084.6666666666
2011-05-02,W,1040468,694159,1734627,2011,5,0,Before 2020,122,320956.0,685301.0,457067.0,619599.4285714285,589017.1666666666
2011-05-03,W,1063059,708526,1771585,2011,5,1,Before 2020,123,694159.0,717303.0,305328.0,620864.8571428572,596920.2333333333
2011-05-04,W,1068494,718706,1787200,2011,5,2,Before 2020,124,708526.0,712176.0,695709.0,619611.0,610360.1666666666
2011-05-05,W,1045556,720006,1765562,2011,5,3,Before 2020,125,718706.0,710559.0,723943.0,620543.8571428572,611126.7333333333
2011-05-06,W,1054724,732966,1787690,2011,5,4,Before 2020,126,720006.0,738332.0,725191.0,621893.4285714285,610995.5
2011-05-07,A,642855,443268,1086123,2011,5,5,Before 2020,127,732966.0,452569.0,719890.0,621126.8571428572,611254.6666666666
2011-05-08,U,474170,325850,800020,2011,5,6,Before 2020,128,443268.0,320956.0,701186.0,619798.1428571428,602033.9333333333
2011-05-09,W,996746,680206,1676952,2011,5,0,Before 2020,129,325850.0,694159.0,462038.0,620497.2857142857,589522.7333333333
2011-05-10,W,1050936,734088,1785024,2011,5,1,Before 2020,130,680206.0,708526.0,359065.0,618504.0,596795.0
2011-05-11,W,1022323,724069,1746392,2011,5,2,Before 2020,131,734088.0,718706.0,696423.0,622155.7142857143,609295.7666666667
2011-05-12,W,1026861,739195,1766056,2011,5,3,Before 2020,132,724069.0,720006.0,717458.0,622921.8571428572,610217.3
2011-05-13,W,1005681,728981,1734662,2011,5,4,Before 2020,133,739195.0,732966.0,721206.0,625663.1428571428,610941.8666666667
2011-05-14,A,574990,412250,987240,2011,5,5,Before 2020,134,728981.0,443268.0,720731.0,625093.8571428572,611201.0333333333
2011-05-15,U,386219,279473,665692,2011,5,6,Before 2020,135,412250.0,325850.0,691935.0,620662.7142857143,600918.3333333334
2011-05-16,W,1002206,683002,1685208,2011,5,0,Before 2020,136,279473.0,680206.0,398192.0,614037.4285714285,587169.6
2011-05-17,W,1012424,694950,1707374,2011,5,1,Before 2020,137,683002.0,734088.0,306186.0,614436.8571428572,596663.2666666667
2011-05-18,W,996766,688457,1685223,2011,5,2,Before 2020,138,694950.0,724069.0,655013.0,608845.7142857143,609622.0666666667
2011-05-19,W,1014161,705964,1720125,2011,5,3,Before 2020,139,688457.0,739195.0,627085.0,603758.2857142857,610736.8666666667
2011-05-20,W,1027404,710957,1738361,2011,5,4,Before 2020,140,705964.0,728981.0,684367.0,599011.0,613366.1666666666
2011-05-21,A,625518,421143,1046661,2011,5,5,Before 2020,141,710957.0,412250.0,685284.0,596436.1428571428,614252.5
2011-05-22,U,460481,321421,781902,2011,5,6,Before 2020,142,421143.0,279473.0,583531.0,597706.5714285715,605447.8
2011-05-23,W,997460,682656,1680116,2011,5,0,Before 2020,143,321421.0,683002.0,421767.0,603699.1428571428,596710.8
2011-05-24,W,1019381,719974,1739355,2011,5,1,Before 2020,144,682656.0,694950.0,274724.0,603649.7142857143,605407.1
2011-05-25,W,932486,676081,1608567,2011,5,2,Before 2020,145,719974.0,688457.0,685301.0,607224.5714285715,620248.7666666667
2011-05-26,W,954623,693660,1648283,2011,5,3,Before 2020,146,676081.0,705964.0,717303.0,605456.5714285715,619941.4333333333
2011-05-27,W,1005068,695755,1700823,2011,5,4,Before 2020,147,693660.0,710957.0,712176.0,603698.8571428572,619153.3333333334
2011-05-28,A,586663,420778,1007441,2011,5,5,Before 2020,148,695755.0,421143.0,710559.0,601527.1428571428,618605.9666666667
2011-05-29,U,392008,306407,698415,2011,5,6,Before 2020,149,420778.0,321421.0,738332.0,601475.0,608946.6
2011-05-30,U,512702,387955,900657,2011,5,0,Before 2020,150,306407.0,682656.0,452569.0,599330.1428571428,594549.1
2011-05-31,W,976956,683927,1660883,2011,5,1,Before 2020,151,387955.0,719974.0,320956.0,557230.0,592395.3
2011-06-01,W,1077060,728801,1805861,2011,6,2,Before 2020,152,683927.0,676081.0,694159.0,552080.4285714285,604494.3333333334
2011-06-02,W,1037191,707569,1744760,2011,6,3,Before 2020,153,728801.0,693660.0,708526.0,559611.8571428572,605649.0666666667
2011-06-03,W,1084952,753705,1838657,2011,6,4,Before 2020,154,707569.0,695755.0,718706.0,561598.8571428572,605617.1666666666
2011-06-04,A,660496,465907,1126403,2011,6,5,Before 2020,155,753705.0,420778.0,720006.0,569877.4285714285,606783.8
2011-06-05,U,498740,355072,853812,2011,6,6,Before 2020,156,465907.0,306407.0,732966.0,576324.4285714285,598313.8333333334
2011-06-06,W,1026379,723353,1749732,2011,6,0,Before 2020,157,355072.0,387955.0,443268.0,583276.5714285715,585717.3666666667
2011-06-07,W,1023477,727689,1751166,2011,6,1,Before 2020,158,723353.0,683927.0,325850.0,631190.5714285715,595053.5333333333
2011-06-08,W,1027909,731488,1759397,2011,6,2,Before 2020,159,727689.0,728801.0,680206.0,637442.2857142857,608448.1666666666
2011-06-09,W,925826,677601,1603427,2011,6,3,Before 2020,160,731488.0,707569.0,734088.0,637826.1428571428,610157.5666666667
2011-06-10,W,991111,699233,1690344,2011,6,4,Before 2020,161,677601.0,753705.0,724069.0,633545.0,608274.6666666666
2011-06-11,A,639456,452885,1092341,2011,6,5,Before 2020,162,699233.0,465907.0,739195.0,625763.2857142857,607446.8
